Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Netherlands,Netherlands 3GB 30Days,Data in Total,$1.75 ,$3.50 ,NL,3,30,NL_3_30,NL,CKH009,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Netherlands,Netherlands 50GB 180Days,Data in Total,$30.17 ,$60.34 ,NL,50,180,NL_50_180,NL,P6D7MCOBF,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Netherlands,Netherlands 50GB 30Days,Data in Total,$22.29 ,$44.58 ,NL,50,30,NL_50_30,NL,CKH725,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Netherlands,Netherlands 5GB 30Days,Data in Total,$2.74 ,$5.48 ,NL,5,30,NL_5_30,NL,CKH010,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,New Zealand,New Zealand 10GB 30Days,Data in Total,$7.62 ,$15.24 ,NZ,10,30,NZ_10_30,NZ,JC082,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,New Zealand,New Zealand 1GB 7Days,Data in Total,$0.85 ,$1.70 ,NZ,1,7,NZ_1_7,NZ,JC031,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,New Zealand,New Zealand 1GB/Day FUP1Mbps,Daily Unlimited,$0.99 ,$1.98 ,NZ,1,1,NZ_1_Daily_1Mbps,NZ,PD8KKN43S,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,New Zealand,New Zealand 20GB 30Days,Data in Total,$13.99 ,$27.98 ,NZ,20,30,NZ_20_30,NZ,JC083,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,New Zealand,New Zealand 2GB/Day,Daily Unlimited,$1.67 ,$3.34 ,NZ,2,1,NZ_2_Daily,NZ,P7L62ZCMR,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,New Zealand,New Zealand 2GB/Day FUP1Mbps,Daily Unlimited,$1.88 ,$3.76 ,NZ,2,1,NZ_2_Daily_1Mbps,NZ,P2RHL6T7U,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,New Zealand,New Zealand 3GB 15Days,Data in Total,$2.51 ,$5.02 ,NZ,3,15,NZ_3_15,NZ,JC032,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,New Zealand,New Zealand 3GB 30Days,Data in Total,$2.66 ,$5.32 ,NZ,3,30,NZ_3_30,NZ,PHX1H7KZ5,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,New Zealand,New Zealand 3GB/Day,Daily Unlimited,$2.19 ,$4.38 ,NZ,3,1,NZ_3_Daily,NZ,P65ZSJGC3,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,New Zealand,New Zealand 50GB 180Days,Data in Total,$30.43 ,$60.86 ,NZ,50,180,NZ_50_180,NZ,PEIHJAQVY,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,New Zealand,New Zealand 5GB 30Days,Data in Total,$4.18 ,$8.36 ,NZ,5,30,NZ_5_30,NZ,JC033,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Nicaragua,Nicaragua 10GB 30Days,Data in Total,$12.88 ,$25.76 ,NI,10,30,NI_10_30,NI,CKH359,First Network Connection,180,3G/4G,Non-reloadable,
Single,Nicaragua,Nicaragua 10GB/Day,Daily Unlimited,$14.00 ,$28.00 ,NI,10,1,NI_10_Daily,NI,PJ04Q2VLP,First Network Connection,180,3G/4G,Non-reloadable,
Single,Nicaragua,Nicaragua 1GB 7Days,Data in Total,$1.77 ,$3.54 ,NI,1,7,NI_1_7,NI,CKH311,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Nicaragua,Nicaragua 1GB/Day,Daily Unlimited,$1.83 ,$3.66 ,NI,1,1,NI_1_Daily,NI,PMWHUVJY4,First Network Connection,180,3G/4G,Non-reloadable,
Single,Nicaragua,Nicaragua 20GB 30Days,Data in Total,$24.46 ,$48.92 ,NI,20,30,NI_20_30,NI,CKH907,First Network Connection,180,3G/4G,Non-reloadable,
Single,Nicaragua,Nicaragua 2GB/Day,Daily Unlimited,$3.45 ,$6.90 ,NI,2,1,NI_2_Daily,NI,PYRDGTLXL,First Network Connection,180,3G/4G,Non-reloadable,
Single,Nicaragua,Nicaragua 3GB 15Days,Data in Total,$5.03 ,$10.06 ,NI,3,15,NI_3_15,NI,CKH327,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Nicaragua,Nicaragua 3GB 30Days,Data in Total,$5.10 ,$10.20 ,NI,3,30,NI_3_30,NI,PNAKSTOUJ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Nicaragua,Nicaragua 500MB/Day,Daily Unlimited,$1.10 ,$2.20 ,NI,0,1,NI_0.5_Daily,NI,PWG0MK24U,First Network Connection,180,3G/4G,Non-reloadable,
Single,Nicaragua,Nicaragua 5GB 30Days,Data in Total,$7.89 ,$15.78 ,NI,5,30,NI_5_30,NI,CKH343,First Network Connection,180,3G/4G,Non-reloadable,
Single,Niger,Niger 10GB 30Days,Data in Total,$42.13 ,$84.26 ,NE,10,30,NE_10_30,NE,CKH470,First Network Connection,180,3G,Non-reloadable,UK
Single,Niger,Niger 1GB 7Days,Data in Total,$4.70 ,$9.40 ,NE,1,7,NE_1_7,NE,CKH383,First Network Connection,180,3G,Data Reloadable for same area within validitity,UK
Single,Niger,Niger 1GB/Day,Daily Unlimited,$4.91 ,$9.82 ,NE,1,1,NE_1_Daily,NE,P2R1AEPA6,First Network Connection,180,3G,Non-reloadable,UK
Single,Niger,Niger 20GB 30Days,Data in Total,$77.34 ,$154.68 ,NE,20,30,NE_20_30,NE,CKH909,First Network Connection,180,3G,Non-reloadable,UK
Single,Niger,Niger 2GB/Day,Daily Unlimited,$9.23 ,$18.46 ,NE,2,1,NE_2_Daily,NE,P5SL2WEZ0,First Network Connection,180,3G,Non-reloadable,UK
Single,Niger,Niger 3GB 15Days,Data in Total,$13.31 ,$26.62 ,NE,3,15,NE_3_15,NE,CKH412,First Network Connection,180,3G,Data Reloadable for same area within validitity,UK
Single,Niger,Niger 3GB 30Days,Data in Total,$14.72 ,$29.44 ,NE,3,30,NE_3_30,NE,PUU7X34HV,First Network Connection,180,3G,Data Reloadable for same area within validitity,UK
Single,Niger,Niger 500MB/Day,Daily Unlimited,$2.96 ,$5.92 ,NE,0,1,NE_0.5_Daily,NE,P8XET5C2P,First Network Connection,180,3G,Non-reloadable,UK
Single,Niger,Niger 5GB 30Days,Data in Total,$23.09 ,$46.18 ,NE,5,30,NE_5_30,NE,CKH441,First Network Connection,180,3G,Non-reloadable,UK
Single,Nigeria,Nigeria 10GB 30Days,Data in Total,$28.13 ,$56.26 ,NG,10,30,NG_10_30,NG,CKH471,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Nigeria,Nigeria 1GB 7Days,Data in Total,$3.47 ,$6.94 ,NG,1,7,NG_1_7,NG,CKH384,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Nigeria,Nigeria 1GB/Day,Daily Unlimited,$3.59 ,$7.18 ,NG,1,1,NG_1_Daily,NG,PAUUT871A,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Nigeria,Nigeria 20GB 30Days,Data in Total,$51.63 ,$103.26 ,NG,20,30,NG_20_30,NG,CKH911,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Nigeria,Nigeria 3GB 15Days,Data in Total,$9.25 ,$18.50 ,NG,3,15,NG_3_15,NG,CKH413,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Nigeria,Nigeria 5GB 30Days,Data in Total,$15.41 ,$30.82 ,NG,5,30,NG_5_30,NG,CKH442,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,North Macedonia,North Macedonia of  1GB 7Days,Data in Total,$2.30 ,$4.60 ,MK,1,7,MK_1_7,MK,CKH517,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,North Macedonia,North Macedonia of  3GB 15Days,Data in Total,$5.70 ,$11.40 ,MK,3,15,MK_3_15,MK,CKH637,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,North Macedonia,North Macedonia of  5GB 30Days,Data in Total,$8.80 ,$17.60 ,MK,5,30,MK_5_30,MK,CKH638,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 10GB 30Days,Data in Total,$4.70 ,$9.40 ,NO,10,30,NO_10_30,NO,CKH1001,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 10GB/Day,Daily Unlimited,$4.90 ,$9.80 ,NO,10,1,NO_10_Daily,NO,P5Q6W0YXQ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Norway,Norway 1GB 7Days,Data in Total,$0.70 ,$1.40 ,NO,1,7,NO_1_7,NO,CKH999,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 1GB/Day,Daily Unlimited,$0.65 ,$1.30 ,NO,1,1,NO_1_Daily,NO,PL6FJ9N2A,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Norway,Norway 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,NO,1,1,NO_1_Daily_1Mbps,NO,P1HHJG0U7,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Norway,Norway 20GB 30Days,Data in Total,$8.20 ,$16.40 ,NO,20,30,NO_20_30,NO,CKH1009,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,NO,2,1,NO_2_Daily_1Mbps,NO,PD104FVRT,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Norway,Norway 3GB 15Days,Data in Total,$1.70 ,$3.40 ,NO,3,15,NO_3_15,NO,CKH1000,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 3GB 30Days,Data in Total,$1.80 ,$3.60 ,NO,3,30,NO_3_30,NO,CKH982,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 50GB 180Days,Data in Total,$28.00 ,$56.00 ,NO,50,180,NO_50_180,NO,PDUMILX5C,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Norway,Norway 5GB 30Days,Data in Total,$2.70 ,$5.40 ,NO,5,30,NO_5_30,NO,CKH988,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Oman,Oman 10GB 30Days,Data in Total,$12.80 ,$25.60 ,OM,10,30,OM_10_30,OM,CKH276,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Oman,Oman 1GB 7Days,Data in Total,$1.60 ,$3.20 ,OM,1,7,OM_1_7,OM,CKH273,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Oman,Oman 1GB/Day,Daily Unlimited,$1.40 ,$2.80 ,OM,1,1,OM_1_Daily,OM,PZN25QW0P,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Oman,Oman 20GB 30Days,Data in Total,$23.50 ,$47.00 ,OM,20,30,OM_20_30,OM,CKH807,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Oman,Oman 3GB 15Days,Data in Total,$4.20 ,$8.40 ,OM,3,15,OM_3_15,OM,CKH274,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Oman,Oman 3GB 30Days,Data in Total,$4.50 ,$9.00 ,OM,3,30,OM_3_30,OM,CKH028,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Oman,Oman 5GB 30Days,Data in Total,$7.00 ,$14.00 ,OM,5,30,OM_5_30,OM,CKH275,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Pakistan,Pakistan 10GB 30Days,Data in Total,$7.40 ,$14.80 ,PK,10,30,PK_10_30,PK,JC152,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Pakistan,Pakistan 1GB 7Days,Data in Total,$0.78 ,$1.56 ,PK,1,7,PK_1_7,PK,JC111,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Pakistan,Pakistan 1GB/Day,Daily Unlimited,$0.70 ,$1.40 ,PK,1,1,PK_1_Daily,PK,P8HM06KTX,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Pakistan,Pakistan 20GB 30Days,Data in Total,$12.32 ,$24.64 ,PK,20,30,PK_20_30,PK,JC153,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Pakistan,Pakistan 3GB 15Days,Data in Total,$2.25 ,$4.50 ,PK,3,15,PK_3_15,PK,JC129,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Pakistan,Pakistan 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,PK,0,1,PK_0.5_Daily,PK,PUX79Y0PK,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Pakistan,Pakistan 5GB 30Days,Data in Total,$3.80 ,$7.60 ,PK,5,30,PK_5_30,PK,JC130,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Panama,Panama 10GB 30Days,Data in Total,$35.00 ,$70.00 ,PA,10,30,PA_10_30,PA,CKH360,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Panama,Panama 1GB 7Days,Data in Total,$4.60 ,$9.20 ,PA,1,7,PA_1_7,PA,CKH312,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Panama,Panama 20GB 30Days,Data in Total,$68.00 ,$136.00 ,PA,20,30,PA_20_30,PA,CKH913,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Panama,Panama 3GB 15Days,Data in Total,$11.20 ,$22.40 ,PA,3,15,PA_3_15,PA,CKH328,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Panama,Panama 5GB 30Days,Data in Total,$18.50 ,$37.00 ,PA,5,30,PA_5_30,PA,CKH344,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Paraguay,Paraguay 10GB 30Days,Data in Total,$14.70 ,$29.40 ,PY,10,30,PY_10_30,PY,CKH361,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Paraguay,Paraguay 10GB/Day,Daily Unlimited,$14.53 ,$29.06 ,PY,10,1,PY_10_Daily,PY,P443EZIW1,First Network Connection,180,3G/4G,Non-reloadable,
Single,Paraguay,Paraguay 1GB 7Days,Data in Total,$1.89 ,$3.78 ,PY,1,7,PY_1_7,PY,CKH313,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Paraguay,Paraguay 20GB 30Days,Data in Total,$29.40 ,$58.80 ,PY,20,30,PY_20_30,PY,CKH915,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Paraguay,Paraguay 3GB 15Days,Data in Total,$5.36 ,$10.72 ,PY,3,15,PY_3_15,PY,CKH329,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Paraguay,Paraguay 5GB 30Days,Data in Total,$8.40 ,$16.80 ,PY,5,30,PY_5_30,PY,CKH345,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Peru,Peru 10GB 30Days,Data in Total,$16.74 ,$33.48 ,PE,10,30,PE_10_30,PE,CKH362,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Peru,Peru 10GB/Day,Daily Unlimited,$15.29 ,$30.58 ,PE,10,1,PE_10_Daily,PE,PCM1KPZEY,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Peru,Peru 1GB 7Days,Data in Total,$1.88 ,$3.76 ,PE,1,7,PE_1_7,PE,CKH314,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Peru,Peru 20GB 30Days,Data in Total,$31.30 ,$62.60 ,PE,20,30,PE_20_30,PE,CKH862,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Peru,Peru 3GB 15Days,Data in Total,$5.64 ,$11.28 ,PE,3,15,PE_3_15,PE,CKH330,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Peru,Peru 50GB 30Days,Data in Total,$78.48 ,$156.96 ,PE,50,30,PE_50_30,PE,CKH863,First Network Connection,180,3G/4G,Non-reloadable,
Single,Peru,Peru 5GB 30Days,Data in Total,$8.89 ,$17.78 ,PE,5,30,PE_5_30,PE,CKH346,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Philippines,Philippine 3GB 30Days,Data in Total,$3.52 ,$7.04 ,PH,3,30,PH_3_30,PH,PV7L2P3BV,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Philippines,Philippine 3GB/Day,Daily Unlimited,$4.50 ,$9.00 ,PH,3,1,PH_3_Daily,PH,P7H5ESZX4,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Philippines,Philippines 1GB/Day FUP1Mbps,Daily Unlimited,$1.50 ,$3.00 ,PH,1,1,PH_1_Daily_1Mbps,PH,PS1T27NUB,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Philippines,Philippines 2GB/Day FUP1Mbps,Daily Unlimited,$2.90 ,$5.80 ,PH,2,1,PH_2_Daily_1Mbps,PH,P4RUZ5S2G,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Philippines,Philippines 50GB 180Days,Data in Total,$42.00 ,$84.00 ,PH,50,180,PH_50_180,PH,PYEPCSNFU,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Poland,Poland 10GB 30Days,Data in Total,$5.00 ,$10.00 ,PL,10,30,PL_10_30,PL,CKH238,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 10GB/Day,Daily Unlimited,$5.00 ,$10.00 ,PL,10,1,PL_10_Daily,PL,P9W6AEH8L,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Poland,Poland 1GB 7Days,Data in Total,$0.70 ,$1.40 ,PL,1,7,PL_1_7,PL,CKH236,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 1GB/Day,Daily Unlimited,$0.60 ,$1.20 ,PL,1,1,PL_1_Daily,PL,PU7E8G0MV,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Poland,Poland 1GB/Day FUP1Mbps,Daily Unlimited,$0.80 ,$1.60 ,PL,1,1,PL_1_Daily_1Mbps,PL,PFN0D4X9X,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Poland,Poland 20GB 30Days,Data in Total,$8.20 ,$16.40 ,PL,20,30,PL_20_30,PL,CKH726,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 2GB/Day FUP1Mbps,Daily Unlimited,$1.60 ,$3.20 ,PL,2,1,PL_2_Daily_1Mbps,PL,PDB1EAE87,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Poland,Poland 3GB 15Days,Data in Total,$1.70 ,$3.40 ,PL,3,15,PL_3_15,PL,CKH237,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 3GB 30Days,Data in Total,$1.80 ,$3.60 ,PL,3,30,PL_3_30,PL,CKH096,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 50GB 180Days,Data in Total,$28.00 ,$56.00 ,PL,50,180,PL_50_180,PL,PZMKJMCWN,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Poland,Poland 5GB 30Days,Data in Total,$2.70 ,$5.40 ,PL,5,30,PL_5_30,PL,CKH135,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 10GB 30Days,Data in Total,$6.10 ,$12.20 ,PT,10,30,PT_10_30,PT,CKH1004,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 1GB 7Days,Data in Total,$0.90 ,$1.80 ,PT,1,7,PT_1_7,PT,CKH1002,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 1GB/Day,Daily Unlimited,$0.85 ,$1.70 ,PT,1,1,PT_1_Daily,PT,P7R54NBNC,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Portugal,Portugal 1GB/Day FUP1Mbps,Daily Unlimited,$0.90 ,$1.80 ,PT,1,1,PT_1_Daily_1Mbps,PT,P03C9MZXX,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Portugal,Portugal 20GB 30Days,Data in Total,$10.60 ,$21.20 ,PT,20,30,PT_20_30,PT,CKH1011,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 2GB/Day FUP1Mbps,Daily Unlimited,$1.70 ,$3.40 ,PT,2,1,PT_2_Daily_1Mbps,PT,P8Y9E7LDM,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Portugal,Portugal 3GB 15Days,Data in Total,$2.20 ,$4.40 ,PT,3,15,PT_3_15,PT,CKH1003,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 3GB 30Days,Data in Total,$2.30 ,$4.60 ,PT,3,30,PT_3_30,PT,CKH980,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 50GB 30Days,Data in Total,$26.50 ,$53.00 ,PT,50,30,PT_50_30,PT,CKH1012,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Portugal,Portugal 5GB 30Days,Data in Total,$3.40 ,$6.80 ,PT,5,30,PT_5_30,PT,CKH986,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Puerto Rico,Puerto Rico 1GB 7Days,Data in Total,$2.90 ,$5.80 ,PR,1,7,PR_1_7,PR,CKH315,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Puerto Rico,Puerto Rico 3GB 15Days,Data in Total,$7.20 ,$14.40 ,PR,3,15,PR_3_15,PR,CKH331,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Puerto Rico,Puerto Rico 5GB 30Days,Data in Total,$11.00 ,$22.00 ,PR,5,30,PR_5_30,PR,CKH347,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Qatar,Qatar 10GB 30Days,Data in Total,$12.96 ,$25.92 ,QA,10,30,QA_10_30,QA,CKH761,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Qatar,Qatar 10GB/Day,Daily Unlimited,$10.50 ,$21.00 ,QA,10,1,QA_10_Daily,QA,P6JK4LSK1,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Qatar,Qatar 1GB 7Days,Data in Total,$1.73 ,$3.46 ,QA,1,7,QA_1_7,QA,CKH513,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Qatar,Qatar 1GB/Day FUP1Mbps,Daily Unlimited,$1.80 ,$3.60 ,QA,1,1,QA_1_Daily_1Mbps,QA,PRS912ANA,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Qatar,Qatar 20GB 30Days,Data in Total,$22.28 ,$44.56 ,QA,20,30,QA_20_30,QA,CKH762,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Qatar,Qatar 2GB/Day FUP1Mbps,Daily Unlimited,$3.40 ,$6.80 ,QA,2,1,QA_2_Daily_1Mbps,QA,P4D3R8GHW,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Qatar,Qatar 3GB 15Days,Data in Total,$5.18 ,$10.36 ,QA,3,15,QA_3_15,QA,CKH667,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Qatar,Qatar 3GB 30Days,Data in Total,$5.20 ,$10.40 ,QA,3,30,QA_3_30,QA,CKH029,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Qatar,Qatar 5GB 30Days,Data in Total,$7.78 ,$15.56 ,QA,5,30,QA_5_30,QA,CKH668,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Republic of the Congo,Republic of the Congo 10GB 30Days,Data in Total,$36.80 ,$73.60 ,CG,10,30,CG_10_30,CG,MB038,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Republic of the Congo,Republic of the Congo 1GB 7Days,Data in Total,$4.36 ,$8.72 ,CG,1,7,CG_1_7,CG,MB023,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Republic of the Congo,Republic of the Congo 1GB/Day,Daily Unlimited,$4.66 ,$9.32 ,CG,1,1,CG_1_Daily,CG,PB7SRU04K,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Republic of the Congo,Republic of the Congo 20GB 30Days,Data in Total,$67.54 ,$135.08 ,CG,20,30,CG_20_30,CG,MB059,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Republic of the Congo,Republic of the Congo 2GB/Day,Daily Unlimited,$8.78 ,$17.56 ,CG,2,1,CG_2_Daily,CG,PJ1FM2NJ5,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Republic of the Congo,Republic of the Congo 3GB 15Days,Data in Total,$12.36 ,$24.72 ,CG,3,15,CG_3_15,CG,MB028,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Republic of the Congo,Republic of the Congo 500MB/Day,Daily Unlimited,$2.81 ,$5.62 ,CG,0,1,CG_0.5_Daily,CG,PMR7GK3Y0,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Republic of the Congo,Republic of the Congo 5GB 30Days,Data in Total,$19.40 ,$38.80 ,CG,5,30,CG_5_30,CG,MB033,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Reunion,Reunion 10GB 30Days,Data in Total,$19.00 ,$38.00 ,RE,10,30,RE_10_30,RE,CKH452,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Reunion,Reunion 1GB 7Days,Data in Total,$2.90 ,$5.80 ,RE,1,7,RE_1_7,RE,CKH365,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Reunion,Reunion 1GB/Day,Daily Unlimited,$2.90 ,$5.80 ,RE,1,1,RE_1_Daily,RE,PHMS8J01F,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Reunion,Reunion 2GB/Day,Daily Unlimited,$5.50 ,$11.00 ,RE,2,1,RE_2_Daily,RE,P1X3N5XFT,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Reunion,Reunion 3GB 15Days,Data in Total,$7.20 ,$14.40 ,RE,3,15,RE_3_15,RE,CKH394,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Reunion,Reunion 3GB/Day,Daily Unlimited,$7.10 ,$14.20 ,RE,3,1,RE_3_Daily,RE,P530XLLHQ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
