Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Tanzania,Tanzania 500MB 7Days,Data in Total,$0.91 ,$1.82 ,TZ,0,7,TZ_0.5_7,TZ,PQ01XX4IY,First Network Connection,180,3G,Data Reloadable for same area within validitity,IL
Single,Tanzania,Tanzania 500MB/Day,Daily Unlimited,$0.96 ,$1.92 ,TZ,0,1,TZ_0.5_Daily,TZ,PQDFPO1PW,First Network Connection,180,3G,Non-reloadable,IL
Single,Thailand,Thailand 100MB 7Days,Data in Total,$0.30 ,$0.60 ,TH,0,7,TH_0.1_7,TH,PQ2I5PFIT,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 500MB 7Days,Data in Total,$0.40 ,$0.80 ,TH,0,7,TH_0.5_7,TH,PLBDYMED4,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Trinidad and Tobago,Trinidad and Tobago 10GB 30Days,Data in Total,$60.75 ,$121.50 ,TT,10,30,TT_10_30,TT,PR6UOTLZ5,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 1GB 7Days,Data in Total,$7.50 ,$15.00 ,TT,1,7,TT_1_7,TT,PJULNG1M8,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 1GB/Day,Daily Unlimited,$6.66 ,$13.32 ,TT,1,1,TT_1_Daily,TT,PI5831LGW,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 20GB 30Days,Data in Total,$111.47 ,$222.94 ,TT,20,30,TT_20_30,TT,PH7DVKMPI,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 2GB/Day,Daily Unlimited,$11.65 ,$23.30 ,TT,2,1,TT_2_Daily,TT,P1X6EGY63,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 3GB 15Days,Data in Total,$19.97 ,$39.94 ,TT,3,15,TT_3_15,TT,P6913H9NR,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 3GB 30Days,Data in Total,$21.20 ,$42.40 ,TT,3,30,TT_3_30,TT,PY8W3G7O2,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 500MB/Day,Daily Unlimited,$4.27 ,$8.54 ,TT,0,1,TT_0.5_Daily,TT,PYWAPT9ET,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Trinidad and Tobago,Trinidad and Tobago 5GB 30Days,Data in Total,$33.00 ,$66.00 ,TT,5,30,TT_5_30,TT,P7UL8BAKK,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Tunisia,Tunisia 100MB 7Days,Data in Total,$0.30 ,$0.60 ,TN,0,7,TN_0.1_7,TN,PMJ2GNEEK,First Installation,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Tunisia,Tunisia 2GB/Day,Daily Unlimited,$2.30 ,$4.60 ,TN,2,1,TN_2_Daily,TN,PIPL3F7CF,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Tunisia,Tunisia 500MB 7Days,Data in Total,$1.00 ,$2.00 ,TN,0,7,TN_0.5_7,TN,PCFHVT6UG,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Tunisia,Tunisia 500MB/Day,Daily Unlimited,$0.90 ,$1.80 ,TN,0,1,TN_0.5_Daily,TN,PSY36I7ZR,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Turkey,Turkey 100MB 7Days,Data in Total,$0.30 ,$0.60 ,TR,0,7,TR_0.1_7,TR,PL0M7ICXR,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Turkey,Turkey 500MB 1Day,Data in Total,$0.30 ,$0.60 ,TR,0,1,TR_0.5_1,TR,P99PK3JV6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Turkey,Turkey 500MB 7Days,Data in Total,$0.30 ,$0.60 ,TR,0,7,TR_0.5_7,TR,PRC9WA4Z0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Turks and Caicos Islands,Turks and Caicos Islands 10GB 30Days,Data in Total,$49.77 ,$99.54 ,TC,10,30,TC_10_30,TC,P40NDUO6U,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 1GB 7Days,Data in Total,$6.10 ,$12.20 ,TC,1,7,TC_1_7,TC,PZBYZYFCI,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 1GB/Day,Daily Unlimited,$5.60 ,$11.20 ,TC,1,1,TC_1_Daily,TC,POAFI7GDI,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 20GB 30Days,Data in Total,$91.36 ,$182.72 ,TC,20,30,TC_20_30,TC,P6ZCADK5L,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 2GB/Day,Daily Unlimited,$10.00 ,$20.00 ,TC,2,1,TC_2_Daily,TC,PVG1AXYV3,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 3GB 15Days,Data in Total,$16.36 ,$32.72 ,TC,3,15,TC_3_15,TC,PVNG67NVW,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 3GB 30Days,Data in Total,$17.40 ,$34.80 ,TC,3,30,TC_3_30,TC,PHYK1897W,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 500MB/Day,Daily Unlimited,$3.50 ,$7.00 ,TC,0,1,TC_0.5_Daily,TC,PKNRXH3FZ,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Turks and Caicos Islands,Turks and Caicos Islands 5GB 30Days,Data in Total,$27.20 ,$54.40 ,TC,5,30,TC_5_30,TC,PA7PWXBHH,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Uganda,Uganda 10GB/Day,Daily Unlimited,$23.33 ,$46.66 ,UG,10,1,UG_10_Daily,UG,PRQ4KXOB1,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Uganda,Uganda 2GB/Day,Daily Unlimited,$7.30 ,$14.60 ,UG,2,1,UG_2_Daily,UG,PAZ8GXUA4,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ukraine,Ukraine 10GB/Day,Daily Unlimited,$2.85 ,$5.70 ,UA,10,1,UA_10_Daily,UA,PYM6U8BGW,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ukraine,Ukraine 20GB 30Days,Data in Total,$9.00 ,$18.00 ,UA,20,30,UA_20_30,UA,PZXYGILYN,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Ukraine,Ukraine 2GB/Day,Daily Unlimited,$0.90 ,$1.80 ,UA,2,1,UA_2_Daily,UA,PKTF2HPEU,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Ukraine,Ukraine 500MB/Day,Daily Unlimited,$0.35 ,$0.70 ,UA,0,1,UA_0.5_Daily,UA,P52VS3S2A,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,United Arab Emirates,United Arab Emirates 100MB 7Days,Data in Total,$0.30 ,$0.60 ,AE,0,7,AE_0.1_7,AE,PFI5O971X,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 10GB/Day,Daily Unlimited,$9.70 ,$19.40 ,AE,10,1,AE_10_Daily,AE,PT4XEW052,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Arab Emirates,United Arab Emirates 3GB/Day,Daily Unlimited,$3.96 ,$7.92 ,AE,3,1,AE_3_Daily,AE,PFMM3T4WT,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Arab Emirates,United Arab Emirates 500MB 7Days,Data in Total,$1.10 ,$2.20 ,AE,0,7,AE_0.5_7,AE,P0B2MJ9JR,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 50GB 180Days,Data in Total,$105.00 ,$210.00 ,AE,50,180,AE_50_180,AE,PBJCBSZU1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 100MB 7Days,Data in Total,$0.30 ,$0.60 ,GB,0,7,GB_0.1_7,GB,PBV0LO9CW,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 10GB/Day,Daily Unlimited,$4.50 ,$9.00 ,GB,10,1,GB_10_Daily,GB,PE50C29LR,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Kingdom,United Kingdom 500MB 7Days,Data in Total,$0.40 ,$0.80 ,GB,0,7,GB_0.5_7,GB,PVIOSUZV2,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 100MB 7Days,Data in Total,$0.30 ,$0.60 ,US,0,7,US_0.1_7,US,P3YTYXBRV,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,United States,United States 10GB 30Days (USIP),Data in Total,$7.54 ,$15.08 ,US,10,30,US_10_30_usip,US,PVB9R6NQM,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US
Single,United States,United States 1GB 7Days (USIP),Data in Total,$1.01 ,$2.02 ,US,1,7,US_1_7_usip,US,PZ7QK2HLM,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US
Single,United States,United States 1GB/Day (USIP),Daily Unlimited,$1.51 ,$3.02 ,US,1,1,US_1_Daily_usip,US,PS3V7HBLQ,First Network Connection,180,3G/4G/5G,Non-reloadable,US
Single,United States,United States 20GB 30Days (USIP),Data in Total,$12.76 ,$25.52 ,US,20,30,US_20_30_usip,US,PY1G7FDKC,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US
Single,United States,United States 2GB/Day (USIP),Daily Unlimited,$2.83 ,$5.66 ,US,2,1,US_2_Daily_usip,US,PD6K4XJMN,First Network Connection,180,3G/4G/5G,Non-reloadable,US
Single,United States,United States 3GB 15Days (USIP),Data in Total,$2.48 ,$4.96 ,US,3,15,US_3_15_usip,US,PAX4T9RWB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US
Single,United States,United States 3GB 30Days (USIP),Data in Total,$2.64 ,$5.28 ,US,3,30,US_3_30_usip,US,PM6JQ1YFD,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US
Single,United States,United States 500MB 7Days,Data in Total,$0.50 ,$1.00 ,US,0,7,US_0.5_7,US,P9BAB5V03,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,United States,United States 500MB/Day (USIP),Daily Unlimited,$0.91 ,$1.82 ,US,0,1,US_0.5_Daily_usip,US,PL9Z2WXJC,First Network Connection,180,3G/4G/5G,Non-reloadable,US
Single,United States,United States 5GB 30Days (USIP),Data in Total,$4.13 ,$8.26 ,US,5,30,US_5_30_usip,US,PQ3H8XKLT,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,US
Single,Uruguay,Uruguay 100MB 7Days,Data in Total,$0.63 ,$1.26 ,UY,0,7,UY_0.1_7,UY,PDPRP70HM,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,
